filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;counterions1;metal_ele2;metal_os2;counterions2;metal_ele3;metal_os3;counterions3;metal_ele4;metal_os4;counterions4;metal_ele5;metal_os5;counterions5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
OFODET_clean;;Mn;Mn;55;48;73;Mn;2;;;;;;;;;;;;;;962;6228;174;;;313;;;;;;;;;;;;
XAVKIR_clean;;Cu;Cu;55;120;∼50.6;Cu;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
RORVAX_clean;;Co;Co;60;18;;Co;2;;;;;;;;;;;;;;887;;;;;;;;;;;;;;;;;
LATPIG_clean;;Zn; ;60;24;68;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
MOYYIJ_clean;;Cu;Cu;60;48;80;Cu;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
OFOCUI_clean;;Cu;Cu;60;48;61;Cu;2;;;;;;;;;;;;;;962;6228;702;;;944;;;;;;;;;;;;
ALATAK_clean;;Ca;Ca;60;72;;Ca;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
RUFZID_clean;;Cu;Cu;60;72;;Cu;2;;;;;;;;;;;;;;962;6228;887;;;;;;;;;;;;;;;
OPENUT_clean;;Eu;Eu;60;96;42;Eu;3;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
INOVEN_clean;;Gd;Gd;60;168;45;Gd;3;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
YEMJAC_clean;;Dy; ;60;168;76;Dy;3;;;;;;;;;;;;;;6228;702;;;;944;;;;;;;;;;;;
QUQFIS_clean;;Zn;Zn;65;24;59.2;Zn;2;;;;;;;;;;;;;;962;6228;887;;;;;;;;;;;;;;;
QUQFOY_clean;;Cd;Cd;65;24;57.2;Cd;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
YUGLES_clean;;Cu;Cu;65;24;;Cu;2;;;;;;;;;;;;;;6228;679;;;;944;;;;;;;;;;;;
EBUREA_clean;;Mn;Mn;65;48;20;Mn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
LIKGUJ_clean;;Cu;Cu;65;48;75;Cu;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
QOZPEC_clean;DISORDER;Cd;Cd;65;48;50;Cd;2;;;;;;;;;;;;;;962;6228;887;;;28118;;;;;;;;;;;;
QOZPIG_clean;;Cd; ;65;48;39;Cd;2;;;;;;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
GERWEH_clean;;Cu,Si;Cu;70;72;30;Cu;2;;Si;-1;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
PUWDAM_clean;;Zn; ;70;72;63;Zn;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
RUGZAW_clean;;Zn;Zn;70;72;;Zn;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
YAVWUQ_clean;;Cu;Cu;70;96;;Cu;2;;;;;;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
LELROL_clean;;Mn;Mn;70;192;;Mn;2;;;;;;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
XUGROI_clean;;Cu;Cu;75;24;42;Cu;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
YAFJEX_clean;DISORDER;Cu;Cu;75;24;;Cu;2;;;;;;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
ZIKJOU_clean;;Cu;Cu;75;30;42;Cu;2;;;;;;;;;;;;;;6228;887;;;;28118;;;;;;;;;;;;
ZIKJIO_clean;;Cu;Cu;75;36;39;Cu;2;;;;;;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
DOZCEC_clean;;Mn;Mn;75;48;51;Mn;3;;;;;;;;;;;;;;12051;887;;;;313;;;;;;;;;;;;
ECIWIW_clean;;Cd;Cd;75;48;53;Cd;2;;;;;;;;;;;;;;702;;;;;;;;;;;;;;;;;
HOZTOG_clean;;W,Cu; ;75;48;32;W;6;;Cu;1;;;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
LUCKAX_clean;DISORDER;Cd;Cd;75;48;60;Cd;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
BOWSOW_clean;DISORDER;V;V;80;12;66;V;2;;;;;;;;;;;;;;962;;;;;3084169;;;;;;;;;;;;
CAYQUQ_clean;DISORDER;Cu;Cu;80;18;;Cu;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
BAZFUF01_clean;;Cu;Cu;80;24;;Cu;2;;;;;;;;;;;;;;1049;6228;702;;;243;;;;;;;;;;;;
EKUPEG_clean;;Cu;Cu;80;24;75;Cu;2;;;;;;;;;;;;;;962;679;;;;;;;;;;;;;;;;
HOZFIN_clean;DISORDER;Li;Li;80;24;;Li;1;;;;;;;;;;;;;;31275;;;;;;;;;;;;;;;;;
REDROI_clean;;Zn; ;80;24;90;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
SUKYIH_clean;;Cu;Cu;80;24;;Cu;2;;;;;;;;;;;;;;962;;;;;313;;;;;;;;;;;;
TANMIH_clean;;Co;Co;80;24;60;Co;2;;;;;;;;;;;;;;962;12051;;;;;;;;;;;;;;;;
UXISUR_clean;;Cu;Cu;80;24;58;Cu;2;;;;;;;;;;;;;;962;702;;;;;;;;;;;;;;;;
WOGHEG_clean;;Zn;Zn;80;24;60;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ZEBMAW_clean;;Si,Ce;Ce;80;24;25-30;Si;-1;;Ce;3;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
ZEBMEA_clean;DISORDER;Eu,Si;Eu;80;24;75-80;Eu;3;;Si;-1;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
ADASAB_charged;;Cu;Cu;80;40;;;;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
APAZOI_clean;;La;La;80;48;39;La;3;;;;;;;;;;;;;;962;6228;887;;;;;;;;;;;;;;;
BOSHIC_clean;DISORDER;Cu;Cu;80;48;65;Cu;2;;;;;;;;;;;;;;962;6228;6342;;;313;;;;;;;;;;;;
CAYQIE_clean;DISORDER;Cu;Cu;80;48;;Cu;2;;;;;;;;;;;;;;962;12051;;;;313;;;;;;;;;;;;
CIMTEZ_charged;;Nd; ;80;48;;Nd;3;;;;;;;;;;;;;;8028;702;6228;;;;;;;;;;;;;;;
DIVSUY_clean;;Eu;Eu;80;48;57;Eu;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
GABYUG_clean;DISORDER;Cd; ;80;48;;Cd;2;;;;;;;;;;;;;;6228;887;;;;313;;;;;;;;;;;;
GAXKOH_clean;;Cd,K;Cd;80;48;60;Cd;2;;K;1;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
IFUPAC_clean;DISORDER;Eu;Eu;80;48;;Eu;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
OQETEK_clean;;Yb;Yb;80;48;;Yb;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
QEBKUF_SL;;Zn; ;80;48;;Zn;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
TEMPAE_clean;;Zn; ;80;48;64;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TORPUN_clean;;Tb; ;80;48;;Tb;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
ZUDQUM_clean;;Mn; ;80;48;;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
AQIXUV_clean;;Ni;Ni;80;72;48;Ni;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
BUSRUE_clean;;Cd; ;80;72;88;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
CUYQIX_clean;;Zn;Zn;80;72;39;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
EJOQOL_clean;;Cu,K;Cu,K;80;72;55;Cu;2;;K;1;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
GOVWOF_clean;;Mn;Mn;80;72;45;Mn;2;;;;;;;;;;;;;;12051;;;;;;;;;;;;;;;;;
HAJDII_clean;;Tb; ;80;72;;Tb;3;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
HOVQAM_clean;;Co; ;80;72;33;Co;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
HUCFAO_clean;;Mn; ;80;72;36;Mn;2;;;;;;;;;;;;;;962;31374;887;;;;;;;;;;;;;;;
ILAGUY_charged;;Cd; ;80;72;67;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
IVARUT_clean;;Cd; ;80;72;36;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
KEWBUL_clean;;Eu;Eu;80;72;72;Eu;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
LAWHOJ_clean;;Cd;Cd;80;72;72;Cd;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
LIDSIC_clean;DISORDER;Co;Co;80;72;;Co;2;;;;;;;;;;;;;;962;702;6228;;;;;;;;;;;;;;;
MATPOP_clean;;Tb,Zn;Tb,Zn;80;72;50;Tb;3;;Zn;2;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
MATPUV_clean;;Tb,Co;Tb,Co;80;72;50;Tb;3;;Co;2;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
MOTVOI_clean;;Eu;Eu;80;72;74;Eu;3;;;;;;;;;;;;;;962;6228;6342;702;;;;;;;;;;;;;;
NAHHOW_clean;DISORDER;Cu;Cu;80;72;56;Cu;2;;;;;;;;;;;;;;962;6228;6342;;;313;;;;;;;;;;;;
SUKKUG_clean;DISORDER;Cu;Cu;80;72;53;Cu;2;;;;;;;;;;;;;;962;6228;6342;;;313;;;;;;;;;;;;
USORUR_clean;;Zn;Zn;80;72;82;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
VEZWEE_clean;;Mn;Mn;80;72;20;Mn;2;;;;;;;;;;;;;;962;887;;;;;;;;;;;;;;;;
VOGPEO_clean;;Cu;Cu;80;72;;Cu;2;;;;;;;;;;;;;;962;6228;;;;944;;;;;;;;;;;;
VOQXIK_clean;DISORDER;Li;Li;80;72;;Li;1;;;;;;;;;;;;;;702;13387;;;;;;;;;;;;;;;;
ZUDQEW_clean;;Cd;Cd;80;72;;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
ZUDRAT_clean;;Mn;Mn;80;72;;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NAWDUN_clean;;Cu;Cu;80;96;70;Cu;2;;;;;;;;;;;;;;962;6228;702;;;313;;;;;;;;;;;;
DIMQIB_clean;DISORDER;Co;Co;80;120;;Co;2;;;;;;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
FIVYEP_clean;;K,U;K;80;168;;K;1;;U;4;;;;;;;;;;;962;702;;;;;;;;;;;;;;;;
UBIPAY_clean;;Mn;Mn;80;240;44.2;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
AVAQIX_clean;;Cd;Cd;80;504;43;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ADASOP_clean;;Zn;Zn;85;12;;Zn;2;;;;;;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
ADATIK_clean;;Cu;Cu;85;12;;Cu;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
RIDCEN_charged;;In; ;85;12;72;In;3;;;;;;;;;;;;;;6228;6342;;;;944;;;;;;;;;;;;
RUVKAV_clean;;Cu;Cu;85;12;64;Cu;2;;;;;;;;;;;;;;962;6228;702;;;944;;;;;;;;;;;;
ZOGBAA_clean;DISORDER;In; ;85;12;;In;3;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
WIJXIY_clean;;Zn;Zn;85;16;;Zn;2;;;;;;;;;;;;;;12051;;;;;;;;;;;;;;;;;
EYACOX_clean;;Eu;Eu;85;17;;Eu;3;;;;;;;;;;;;;;6228;887;;;;944;;;;;;;;;;;;
AROFAP_clean;;Cd;Cd;85;24;81;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
DOZKIO_clean;;Eu;Eu;85;24;80;Eu;3;;;;;;;;;;;;;;962;6228;;;;944;;;;;;;;;;;;
EXAXAE_clean;;Cu;Cu;85;24;;Cu;1;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
OVEDAW_clean;DISORDER;Cu;Cu;85;24;;Cu;1;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
QIPROY_clean;;Cu;Cu;85;24;75;Cu;2;;;;;;;;;;;;;;962;;;;;971;;;;;;;;;;;;
YUMFUJ_clean;;La;La;85;24;;La;3;;;;;;;;;;;;;;962;679;;;;;;;;;;;;;;;;
ADARAA_clean;;Co;Co;85;48;70;Co;2;;;;;;;;;;;;;;962;702;6228;;;;;;;;;;;;;;;
BAZFUF_clean;;Cu;Cu;85;48;33;Cu;2;;;;;;;;;;;;;;1049;6228;13387;;;;;;;;;;;;;;;
BAZGAM_clean;;Cu;Cu;85;48;77;Cu;2;;;;;;;;;;;;;;1049;6228;13387;;;;;;;;;;;;;;;
BAZGEQ_clean;;Cu;Cu;85;48;26;Cu;2;;;;;;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
CEJBEA_clean;;Dy; ;85;48;;Dy;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
FAGQAI_clean;;Cu;Cu;85;48;5-10;Cu;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
FIHHUB_SL;DISORDER;Cd; ;85;48;15;Cd;2;;;;;;;;;;;;;;6228;702;;;;944;;;;;;;;;;;;
KUHNEI_clean;;Co;Co;85;48;31;Co;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
UMAROR_clean;;Ag;Ag;85;48;36;Ag;1;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WISVEB_clean;;Cd;Cd;85;48;;Cd;2;;;;;;;;;;;;;;962;31374;;;;944;;;;;;;;;;;;
AROFET_clean;;Cd;Cd;85;72;52;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ECOLEP_clean;;Co;Co;85;72;40.2;Co;2;;;;;;;;;;;;;;887;31374;;;;;;;;;;;;;;;;
FIPKOG01_clean;;Cd; ;85;72;;Cd;2;;;;;;;;;;;;;;962;6228;;;;944;;;;;;;;;;;;
NAJQUN_clean;;Mn;Mn;85;72;40;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NATFAS_clean;;Zn; ;85;72;40;Zn;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
NIMPEG01_clean;;Cu;Cu;85;72;;Cu;2;;;;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
NIMPOQ_clean;;Cu;Cu;85;72;;Cu;2;;;;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
VIXTUT_clean;;Zn;Zn;85;72;23;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WIPLOY_clean;;Eu;Eu;85;72;47;Eu;3;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
WOPHIU01_clean;;Zn;Zn;85;72;40.1;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
WOPHIU_clean;;Zn;Zn;85;72;49.0;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
YICGOI_clean;;Co;Co;85;72;56;Co;2;;;;;;;;;;;;;;962;6228;6342;;;;;;;;;;;;;;;
YIZJEY_clean;DISORDER;Zn; ;85;72;80;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
KIKFIV_clean;;Eu;Eu;85;96;36;Eu;3;;;;;;;;;;;;;;962;;;;;944;;;;;;;;;;;;
OYIVEY_clean;;Cu;Cu;85;96;54;Cu;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
TEZKAM_clean;;Zn;Zn;85;96;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
USOXEH_clean;;Cu,Zn;Cu;85;96;65;Cu;2;;Zn;2;;;;;;;;;;;962;6228;887;;;176;;;;;;;;;;;;
MURBEI_clean;;In; ;85;120;;In;3;;;;;;;;;;;;;;12051;;;;;944;;;;;;;;;;;;
KUNMUD_clean;;Cd; ;90;20;63;Cd;2;;;;;;;;;;;;;;962;887;;;;;;;;;;;;;;;;
UKOLOV_clean;DISORDER;Zn; ;90;20;55;Zn;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
BINROH_clean;;Cu;Cu;90;24;71;Cu;2;;;;;;;;;;;;;;962;12051;6228;;;313;;;;;;;;;;;;
DINNIZ_clean;;Mn;Mn;90;24;30;Mn;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
FECYIX_clean;;Co;Co;90;24;10.5;Co;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
FIGQUJ_clean;;Cu; ;90;24;39;Cu;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
IZEFEZ_charged;;Cd; ;90;24;62;Cd;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
PUWDOA_clean;;Zn;Zn;90;24;;Zn;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
UWUTIQ_clean;;Zn; ;90;24;82;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
UXUYUI_clean;;Li;Li;90;24;;Li;1;;;;;;;;;;;;;;887;;;;;;;;;;;;;;;;;
VIDJID_clean;DISORDER;Co;Co;90;24;18;Co;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
YONNAR_clean;;Zn;Zn;90;40;;Zn;2;;;;;;;;;;;;;;962;12051;;;;;;;;;;;;;;;;
AJOTEY_clean;;V;V;90;48;;V;5;;;;;;;;;;;;;;962;;;;;3084169;;;;;;;;;;;;
HISGIB_clean;;Cs;Cs;90;48;38.17;Cs;1;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
OMUSAS_clean;;Zn;Zn;90;48;;Zn;2;;;;;;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
ROTQIC_clean;;Zn;Zn;90;48;70;Zn;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
SUKMAO_clean;DISORDER;Cu;Cu;90;48;60;Cu;2;;;;;;;;;;;;;;962;6228;887;;;313;;;;;;;;;;;;
TAPHOJ_clean;;Zn; ;90;48;46;Zn;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
TOHMIO_clean;DISORDER;Eu;Eu;90;48;54;Eu;3;;;;;;;;;;;;;;6228;679;;;;;;;;;;;;;;;;
XOTSEG_clean;;Mn;Mn;90;48;50;Mn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
YIJCEB_clean;DISORDER;Ni;Ni;90;48;;Ni;2;;;;;;;;;;;;;;962;679;;;;14923;222;;;;;;;;;;;
QOJKAB_clean;;Zn; ;90;68;38;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
AVESOL_clean;;Zn;Zn;90;72;65;Zn;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
AVETAY_clean;DISORDER;Zn;Zn;90;72;70;Zn;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
AVETEC_clean;;Cd; ;90;72;58;Cd;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
BUCWAZ_clean;;Cd;Cd;90;72;69;Cd;2;;;;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
GALCAZ_clean;;Zn;Zn;90;72;43;Zn;2;;;;;;;;;;;;;;6228;702;;;;8471;;;;;;;;;;;;
LASWIN_clean;;Co;Co;90;72;47;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
OKIPOO_clean;;Co;Co;90;72;66;Co;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
OKIPUU_clean;;Cd; ;90;72;76;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
REYPES_clean;;Zn;Zn;90;72;32;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
VAXVEX_charged;;Cd; ;90;72;;Cd;2;;;;;;;;;;;;;;962;887;;;;;;;;;;;;;;;;
WUSLED_clean;;U;U;90;72;48.5;U;4;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
XOLGEM_clean;;Li,Co; ;90;72;40;Li;1;;Co;2;;;;;;;;;;;962;6228;;;;222;8471;;;;;;;;;;;
OWUWUA_clean;;Na,Fe,Zn;Na,Zn;90;96;23;Na;1;;Fe;3;;Zn;2;;;;;;;;962;6228;;;;;;;;;;;;;;;;
WOWGUK_clean;;Zn; ;90;96;;Zn;2;;;;;;;;;;;;;;174;;;;;1004;;;;;;;;;;;;
SERCEZ_clean;;Zn;Zn;95;16;50;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
IKUTIT_clean;;Dy;Dy;95;24;31;Dy;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
IKUTOZ_clean;;Dy;Dy;95;24;45;Dy;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
IKUTUF_clean;;Dy;Dy;95;24;29;Dy;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
YOZQAG_charged;;Zn;Zn;95;24;;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
YOZQEK_clean;;Zn;Zn;95;24;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ACAKUM_clean;;La;La;95;72;;La;3;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
ACALIB_clean;;Er;Er;95;72;;Er;3;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
AJAMEF_clean;;Co;Co;95;72;67;Co;2;;;;;;;;;;;;;;962;6342;31374;;;;;;;;;;;;;;;
HEDTER_clean;;Ni;Ni;95;72;52;Ni;2;;;;;;;;;;;;;;962;6228;6342;;;;;;;;;;;;;;;
MICDEJ_clean;;Mn;Mn;95;72;66;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
SARNOQ_clean;;Zn; ;95;72;;Zn;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
ZIDVAL_clean;;Mn;Mn;95;72;;Mn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
ZOFZUR_clean;;Mn;Mn;95;72;;Mn;2;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
BOWZUK_clean;;Zn;Zn;100;12;64;Zn;2;;;;;;;;;;;;;;962;6228;887;;;;;;;;;;;;;;;
