Unnamed: 0;filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;metal_ele2;metal_os2;metal_ele3;metal_os3;metal_ele4;metal_os4;metal_ele5;metal_os5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
0;OFODET_clean;;Mn;Mn;55;48;73;Mn;2;;;;;;;;;6228;174;962;;;313;;;;;;;;;;;;
1;XAVKIR_clean;;Cu;Cu;55;120;∼50.6;Cu;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
3;LATPIG_clean;;Zn; ;160;72;68;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
4;MOYYIJ_clean;;Cu;Cu;60;48;80;Cu;2;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
5;OFOCUI_clean;;Cu;Cu;60;48;61;Cu;2;;;;;;;;;6228;702;962;;;944;;;;;;;;;;;;
6;ALATAK_clean;;Ca;Ca;60;72;;Ca;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
7;RUFZID_clean;;Cu;Cu;60;72;;Cu;2;;;;;;;;;6228;887;962;;;;;;;;;;;;;;;
8;OPENUT_clean;;Eu;Eu;60;96;42;Eu;3;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
9;INOVEN_clean;;Gd;Gd;60;168;45;Gd;3;;;;;;;;;702;6228;;;;;;;;;;;;;;;;
10;YEMJAC_clean;;Dy; ;60;168;76;Dy;3;;;;;;;;;6228;702;;;;944;8148;;;;;;;;;;;
11;QUQFIS_clean;;Zn;Zn;65;24;59.2;Zn;2;;;;;;;;;6228;887;962;;;;;;;;;;;;;;;
12;QUQFOY_clean;;Cd;Cd;65;24;57.2;Cd;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
13;YUGLES_clean;;Cu;Cu;65;24;;Cu;2;;;;;;;;;6228;679;;;;944;;;;;;;;;;;;
14;EBUREA_clean;;Mn;Mn;65;48;20;Mn;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
15;LIKGUJ_clean;;Cu;Cu;65;48;75;Cu;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
16;QOZPEC_clean;DISORDER;Cd;Cd;65;48;50;Cd;2;;;;;;;;;6228;962;887;;;28118;;;;;;;;;;;;
17;QOZPIG_clean;;Cd; ;65;48;39;Cd;2;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
18;GERWEH_clean;;Cu,Si;Cu;70;72;30;Cu;2;Si;-1;;;;;;;962;6228;;;;;;;;;;;;;;;;
19;PUWDAM_clean;;Zn; ;70;72;63;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
20;RUGZAW_clean;;Zn;Zn;70;72;;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
21;YAVWUQ_clean;;Cu;Cu;70;96;;Cu;2;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
22;LELROL_clean;;Mn;Mn;70;192;;Mn;2;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
23;XUGROI_clean;;Cu;Cu;75;24;42;Cu;2;;;;;;;;;12051;962;;;;313;;;;;;;;;;;;
24;YAFJEX_clean;DISORDER;Cu;Cu;75;24;;Cu;2;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
25;ZIKJOU_clean;;Cu;Cu;75;60;42;Cu;2;;;;;;;;;6228;887;;;;28118;;;;;;;;;;;;
26;ZIKJIO_clean;;Cu;Cu;75;36;39;Cu;2;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
27;DOZCEC_clean;;Mn;Mn;75;48;51;Mn;3;;;;;;;;;12051;887;;;;313;;;;;;;;;;;;
28;ECIWIW_clean;;Cd;Cd;130;48;53;Cd;2;;;;;;;;;702;;;;;;;;;;;;;;;;;
29;HOZTOG_clean;;W,Cu; ;75;48;32;W;6;Cu;1;;;;;;;6342;6228;;;;;;;;;;;;;;;;
30;LUCKAX_clean;DISORDER;Cd;Cd;75;48;60;Cd;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
32;CAYQUQ_clean;DISORDER;Cu;Cu;80;18;;Cu;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
33;BAZFUF01_clean;;Cu;Cu;80;24;;Cu;2;;;;;;;;;6228;702;;;;243;1049;;;;;;;;;;;
35;HOZFIN_clean;DISORDER;Li;Li;80;24;;Li;1;;;;;;;;;31275;8076;;;;;;;;;;;;;;;;
36;REDROI_clean;;Zn; ;80;720;90;Zn;2;;;;;;;;;6228;;;;;784;;;;;;;;;;;;
37;SUKYIH_clean;;Cu;Cu;80;24;;Cu;2;;;;;;;;;12051;962;;;;313;;;;;;;;;;;;
38;TANMIH_clean;;Co;Co;80;24;60;Co;2;;;;;;;;;12051;962;;;;;;;;;;;;;;;;
40;WOGHEG_clean;;Zn;Zn;80;24;60;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
41;ZEBMAW_clean;;Si,Ce;Ce;80;24;25-30;Si;-1;Ce;3;;;;;;;6228;962;;;;;;;;;;;;;;;;
42;ZEBMEA_clean;DISORDER;Eu,Si;Eu;80;24;75-80;Eu;3;Si;-1;;;;;;;6228;702;962;;;;;;;;;;;;;;;
43;ADASAB_charged;;Cu;Cu;80;40;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
44;APAZOI_clean;;La;La;80;48;39;La;3;;;;;;;;;6228;887;962;;;;;;;;;;;;;;;
45;BOSHIC_clean;DISORDER;Cu;Cu;80;48;65;Cu;2;;;;;;;;;6228;6342;962;;;313;;;;;;;;;;;;
46;CAYQIE_clean;DISORDER;Cu;Cu;80;48;;Cu;2;;;;;;;;;12051;962;;;;313;;;;;;;;;;;;
48;DIVSUY_clean;;Eu;Eu;80;48;57;Eu;3;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
49;GABYUG_clean;DISORDER;Cd; ;80;48;;Cd;2;;;;;;;;;6228;887;;;;313;;;;;;;;;;;;
50;GAXKOH_clean;;Cd,K;Cd;80;48;60;Cd;2;K;1;;;;;;;6228;;;;;944;14797;;;;;;;;;;;
51;IFUPAC_clean;DISORDER;Eu;Eu;80;48;;Eu;3;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
53;OQETEK_clean;;Yb;Yb;80;48;;Yb;3;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
54;QEBKUF_SL;;Zn; ;80;48;;Zn;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
55;TEMPAE_clean;;Zn; ;80;48;64;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
56;TORPUN_clean;;Tb; ;80;48;;Tb;3;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
57;ZUDQUM_clean;;Mn; ;80;48;;Mn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
58;AQIXUV_clean;;Ni;Ni;80;72;48;Ni;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
59;BUSRUE_clean;;Cd; ;80;72;88;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
60;CUYQIX_clean;;Zn;Zn;80;72;39;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
61;EJOQOL_clean;;Cu,K;Cu,K;80;72;55;Cu;2;K;1;;;;;;;6228;962;;;;;;;;;;;;;;;;
62;GOVWOF_clean;;Mn;Mn;80;72;45;Mn;2;;;;;;;;;12051;;;;;;;;;;;;;;;;;
63;HAJDII_clean;;Tb; ;80;72;;Tb;3;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
64;HOVQAM_clean;;Co; ;80;72;33;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
65;HUCFAO_clean;;Mn; ;80;72;36;Mn;2;;;;;;;;;962;31374;887;;;;;;;;;;;;;;;
66;ILAGUY_charged;;Cd; ;80;72;67;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
67;IVARUT_clean;;Cd; ;80;72;36;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
68;KEWBUL_clean;;Eu;Eu;80;72;72;Eu;3;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
69;LAWHOJ_clean;;Cd;Cd;80;72;72;Cd;2;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
70;LIDSIC_clean;DISORDER;Co;Co;80;72;;Co;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
71;MATPOP_clean;;Tb,Zn;Tb,Zn;80;72;50;Tb;3;Zn;2;;;;;;;962;31374;;;;;;;;;;;;;;;;
72;MATPUV_clean;;Tb,Co;Tb,Co;80;72;50;Tb;3;Co;2;;;;;;;962;31374;;;;;;;;;;;;;;;;
73;MOTVOI_clean;;Eu;Eu;80;72;74;Eu;3;;;;;;;;;6228;702;6342;962;;;;;;;;;;;;;;
74;NAHHOW_clean;DISORDER;Cu;Cu;80;72;56;Cu;2;;;;;;;;;6228;6342;962;;;313;;;;;;;;;;;;
75;SUKKUG_clean;DISORDER;Cu;Cu;80;72;53;Cu;2;;;;;;;;;6228;6342;962;;;313;;;;;;;;;;;;
76;USORUR_clean;;Zn;Zn;80;72;82;Zn;2;;;;;;;;;12051;962;;;;;;;;;;;;;;;;
77;VEZWEE_clean;;Mn;Mn;80;72;20;Mn;2;;;;;;;;;887;962;;;;;;;;;;;;;;;;
78;VOGPEO_clean;;Cu;Cu;80;72;;Cu;2;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
79;VOQXIK_clean;DISORDER;Li;Li;80;72;;Li;1;;;;;;;;;702;13387;;;;;;;;;;;;;;;;
80;ZUDQEW_clean;;Cd;Cd;80;72;;Cd;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
81;ZUDRAT_clean;;Mn;Mn;80;72;;Mn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
82;NAWDUN_clean;;Cu;Cu;80;96;70;Cu;2;;;;;;;;;6228;702;962;;;313;;;;;;;;;;;;
83;DIMQIB_clean;DISORDER;Co;Co;80;120;;Co;2;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
86;AVAQIX_clean;;Cd;Cd;80;504;43;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
87;ADASOP_clean;;Zn;Zn;85;12;;Zn;2;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
88;ADATIK_clean;;Cu;Cu;85;12;;Cu;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
89;RIDCEN_charged;;In; ;85;12;72;In;3;;;;;;;;;6228;6342;;;;944;;;;;;;;;;;;
90;RUVKAV_clean;;Cu;Cu;85;12;64;Cu;2;;;;;;;;;6228;702;962;;;944;;;;;;;;;;;;
91;ZOGBAA_clean;DISORDER;In; ;85;12;;In;3;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
92;WIJXIY_clean;;Zn;Zn;85;16;;Zn;2;;;;;;;;;12051;;;;;;;;;;;;;;;;;
93;EYACOX_clean;;Eu;Eu;85;17;;Eu;3;;;;;;;;;6228;887;;;;944;;;;;;;;;;;;
94;AROFAP_clean;;Cd;Cd;85;24;81;Cd;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
95;DOZKIO_clean;;Eu;Eu;85;24;80;Eu;3;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
96;EXAXAE_clean;;Cu;Cu;85;24;;Cu;1;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
97;OVEDAW_clean;DISORDER;Cu;Cu;85;24;;Cu;1;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
98;QIPROY_clean;;Cu;Cu;85;24;75;Cu;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
99;YUMFUJ_clean;;La;La;85;24;;La;3;;;;;;;;;679;962;;;;;;;;;;;;;;;;
100;ADARAA_clean;;Co;Co;85;48;70;Co;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
101;BAZFUF_clean;;Cu;Cu;85;48;33;Cu;2;;;;;;;;;6228;13387;1049;;;;;;;;;;;;;;;
102;BAZGAM_clean;;Cu;Cu;85;48;77;Cu;2;;;;;;;;;6228;13387;1049;;;;;;;;;;;;;;;
103;BAZGEQ_clean;;Cu;Cu;85;48;26;Cu;2;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
104;CEJBEA_clean;;Dy; ;85;48;;Dy;3;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
105;FAGQAI_clean;;Cu;Cu;85;48;5-10;Cu;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
106;FIHHUB_SL;DISORDER;Cd; ;85;48;15;Cd;2;;;;;;;;;6228;702;;;;944;;;;;;;;;;;;
107;KUHNEI_clean;;Co;Co;85;48;31;Co;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
108;UMAROR_clean;;Ag;Ag;85;48;36;Ag;1;;;;;;;;;6228;;;;;;;;;;;;;;;;;
109;WISVEB_clean;;Cd;Cd;85;48;;Cd;2;;;;;;;;;962;31374;;;;944;;;;;;;;;;;;
110;AROFET_clean;;Cd;Cd;85;72;52;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
111;ECOLEP_clean;;Co;Co;85;72;40.2;Co;2;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
112;FIPKOG01_clean;;Cd; ;85;72;;Cd;2;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
113;NAJQUN_clean;;Mn;Mn;85;72;40;Mn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
114;NATFAS_clean;;Zn; ;85;72;40;Zn;2;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
117;VIXTUT_clean;;Zn;Zn;85;72;23;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
118;WIPLOY_clean;;Eu;Eu;85;72;47;Eu;3;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
119;WOPHIU01_clean;;Zn;Zn;85;72;40.1;Zn;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
120;WOPHIU_clean;;Zn;Zn;85;72;49.0;Zn;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
121;YICGOI_clean;;Co;Co;85;72;56;Co;2;;;;;;;;;6228;6342;962;;;;;;;;;;;;;;;
123;KIKFIV_clean;;Eu;Eu;85;96;36;Eu;3;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
124;OYIVEY_clean;;Cu;Cu;85;96;54;Cu;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
126;USOXEH_clean;;Cu,Zn;Cu;85;96;65;Cu;2;Zn;2;;;;;;;6228;962;887;;;176;;;;;;;;;;;;
127;MURBEI_clean;;In; ;85;120;;In;3;;;;;;;;;12051;;;;;944;;;;;;;;;;;;
128;KUNMUD_clean;;Cd; ;90;72;63;Cd;2;;;;;;;;;887;962;;;;;;;;;;;;;;;;
129;UKOLOV_clean;DISORDER;Zn; ;90;20;55;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
130;BINROH_clean;;Cu;Cu;90;24;71;Cu;2;;;;;;;;;12051;962;;;;313;;;;;;;;;;;;
131;DINNIZ_clean;;Mn;Mn;90;24;30;Mn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
132;FECYIX_clean;;Co;Co;90;24;10.5;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
133;FIGQUJ_clean;;Cu; ;90;24;39;Cu;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
134;IZEFEZ_charged;;Cd; ;90;24;62;Cd;2;;;;;;;;;6228;702;;;;24247;;;;;;;;;;;;
135;PUWDOA_clean;;Zn;Zn;90;24;;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
136;UWUTIQ_clean;;Zn; ;90;24;82;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
137;UXUYUI_clean;;Li;Li;120;24;;Li;1;;;;;;;;;887;;;;;;;;;;;;;;;;;
138;VIDJID_clean;DISORDER;Co;Co;90;24;18;Co;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
141;HISGIB_clean;;Cs;Cs;90;48;38.17;Cs;1;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
142;OMUSAS_clean;;Zn;Zn;90;48;;Zn;2;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
143;ROTQIC_clean;;Zn;Zn;90;48;70;Zn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
144;SUKMAO_clean;DISORDER;Cu;Cu;90;48;60;Cu;2;;;;;;;;;6228;887;962;;;313;;;;;;;;;;;;
145;TAPHOJ_clean;;Zn; ;90;48;46;Zn;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
146;TOHMIO_clean;DISORDER;Eu;Eu;90;48;54;Eu;3;;;;;;;;;6228;679;;;;;;;;;;;;;;;;
147;XOTSEG_clean;;Mn;Mn;90;48;50;Mn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
149;QOJKAB_clean;;Zn; ;90;68;26;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
150;AVESOL_clean;;Zn;Zn;90;72;65;Zn;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
151;AVETAY_clean;DISORDER;Zn;Zn;90;72;70;Zn;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
152;AVETEC_clean;;Cd; ;90;72;58;Cd;2;;;;;;;;;6228;962;;;;313;;;;;;;;;;;;
153;BUCWAZ_clean;;Cd;Cd;90;72;69;Cd;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
154;GALCAZ_clean;;Zn;Zn;90;72;43;Zn;2;;;;;;;;;6228;702;;;;8471;;;;;;;;;;;;
155;LASWIN_clean;;Co;Co;90;72;47;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
156;OKIPOO_clean;;Co;Co;90;72;66;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
157;OKIPUU_clean;;Cd; ;90;72;76;Cd;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
158;REYPES_clean;;Zn;Zn;90;72;32;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
159;VAXVEX_charged;;Cd; ;90;72;;Cd;2;;;;;;;;;962;887;;;;;;;;;;;;;;;;
160;WUSLED_clean;;U;U;90;72;48.5;U;4;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
161;XOLGEM_clean;;Li,Co; ;90;72;40;Li;1;Co;2;;;;;;;962;6228;;;;222;8471;;;;;;;;;;;
162;OWUWUA_clean;;Na,Fe,Zn;Na,Zn;90;96;23;Na;1;Fe;3;Zn;2;;;;;6228;962;;;;;;;;;;;;;;;;
165;IKUTIT_clean;;Dy;Dy;95;24;31;Dy;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
166;IKUTOZ_clean;;Dy;Dy;95;24;45;Dy;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
167;IKUTUF_clean;;Dy;Dy;95;24;29;Dy;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
168;YOZQAG_charged;;Zn;Zn;95;24;;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
169;YOZQEK_clean;;Zn;Zn;95;24;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
170;ACAKUM_clean;;La;La;95;72;;La;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
171;ACALIB_clean;;Er;Er;95;72;;Er;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
172;AJAMEF_clean;;Co;Co;95;72;67;Co;2;;;;;;;;;31374;6342;962;;;;;;;;;;;;;;;
173;HEDTER_clean;;Ni;Ni;95;72;52;Ni;2;;;;;;;;;6228;6342;962;;;;;;;;;;;;;;;
174;MICDEJ_clean;;Mn;Mn;95;72;66;Mn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
175;SARNOQ_clean;;Zn; ;95;72;;Zn;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
176;ZIDVAL_clean;;Mn;Mn;95;72;;Mn;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
177;ZOFZUR_clean;;Mn;Mn;95;72;;Mn;2;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
178;BOWZUK_clean;;Zn;Zn;100;12;64;Zn;2;;;;;;;;;6228;887;962;;;;;;;;;;;;;;;
179;ANUGIA_clean;;Cu;Cu;85;12;82;Cu;2;;;;;;;;;6228;31275;962;;;313;;;;;;;;;;;;
180;ANUGOG_clean;;Cu;Cu;85;24;55;Cu;2;;;;;;;;;13387;31275;962;;;;;;;;;;;;;;;
181;LENKIA_clean;;Cu;Cu;100;18;;Cu;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
182;VALVAI_clean;;Yb;Yb;100;20;;Yb;3;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
183;COJGEO_clean;;Cu,Zn;Cu,Zn;100;24;;Cu;2;Zn;2;;;;;;;6228;962;;;;;;;;;;;;;;;;
184;DUPJAB_clean;;Cd;Cd;100;24;;Cd;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
185;EKEKIQ_clean;DISORDER;Zn; ;100;24;;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
186;EKEKOW_clean;DISORDER;Zn;Zn;100;24;;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
187;EXOTUH_SL;;Cd; ;100;24;;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
188;GUSJOU_clean;;Mn,Ge;Mn;100;24;43;Mn;2;Ge;-1;;;;;;;6228;887;;;;;;;;;;;;;;;;
189;QAMHAQ_clean;DISORDER;Zn; ;100;24;;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
190;TILHAZ_clean;;Co;Co;100;24;50;Co;2;;;;;;;;;702;6228;;;;;;;;;;;;;;;;
192;YODRAM_clean;;Co;Co;100;24;88;Co;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
193;GOBSUM_clean;;Co;Co;100;36;;Co;2;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
194;AJAKON_clean;;Cd;Cd;100;40;67.8;Cd;2;;;;;;;;;31374;702;962;;;28118;;;;;;;;;;;;
195;DAMZEZ_clean;;Cd; ;100;48;65;Cd;2;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
196;EXEMUR_clean;;Cd; ;100;48;60;Cd;2;;;;;;;;;6228;31275;962;;;;;;;;;;;;;;;
197;GETXAG_clean;;Co;Co;100;48;63;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
198;HIHGAI_clean;;Eu,Si;Eu;100;48;34;Eu;3;Si;-1;;;;;;;6228;;;;;313;;;;;;;;;;;;
200;LAZJIH_clean;;Zn; ;100;48;78;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
201;PASNAA01_clean;;Co;Co;100;48;;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
202;PENYOX_clean;DISORDER;V;V;100;48;75;V;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
203;PEQTUB_clean;DISORDER;Bi;Bi;100;48;12;Bi;3;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
204;PUWCIT_clean;DISORDER;Zn;Zn;100;48;57;Zn;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
205;PUZTOV_clean;;Ca,Cd;Cd;100;48;;Ca;2;Cd;2;;;;;;;962;6228;;;;;;;;;;;;;;;;
206;QUFKIN_clean;;Co;Co;100;48;25;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
207;SODQOT_clean;;Cu;Cu;100;48;;Cu;2;;;;;;;;;31374;;;;;944;;;;;;;;;;;;
208;UWOWAF_clean;;Mn;Mn;100;48;60;Mn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
209;VOLPET_clean;;Zn;Zn;100;48;15;Zn;2;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
210;XOPLUL_clean;;Cd; ;100;48;;Cd;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
211;XUDVAV_clean;DISORDER;Co;Co;100;48;48;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
